Submission_Id,Problem Name,User_Rating,User_Name,Tags,Problem_Rating,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
147975620,116ATram,,vjudge2,['implementation'],800.0,,,,,
147975618,1503ABalance the Bits,1422.0,so7085490667,"['constructive algorithms', 'greedy']",1600.0,,,,,
147975617,1367DTask On The Board,,TrashPotato,"['constructive algorithms', 'greedy', 'implementation', 'sortings']",1800.0,,,,,
147975615,1468NWaste Sorting,,bkifhr8,"['greedy', 'implementation']",900.0,,,,,
147975613,1557CMoamen and XOR,1617.0,fenyman,"['bitmasks', 'combinatorics', 'dp', 'math', 'matrices']",1700.0,,,,,
147975612,1614CDivan and bitwise operations,1226.0,prashant_pks,"['bitmasks', 'combinatorics', 'constructive algorithms', 'dp', 'math']",1500.0,,,,,
147975611,1030AIn Search of an Easy Problem,,jemish_169,['implementation'],800.0,,,,,
147975609,1635DInfinite Set,2319.0,SuperJ6,"['bitmasks', 'dp', 'math', 'matrices', 'number theory', 'strings']",1800.0,,,,,
147975608,816BKaren and Coffee,,shadyyd,"['binary search', 'data structures', 'implementation']",1400.0,,,,,
147975606,4AWatermelon,,Themba_G,"['brute force', 'math']",800.0,,,,,
147975603,281AWord Capitalization,,manhlinh2k7,"['implementation', 'strings']",800.0,,,,,
147975602,221ALittle Elephant and Function,,fatmaabdulfattah15,"['implementation', 'math']",1000.0,,,,,
147975600,50ADomino piling,,simranmakhijani55,"['greedy', 'math']",800.0,,,,,
147975599,731CSocks,1066.0,dsadasddasda,"['dfs and similar', 'dsu', 'graphs', 'greedy']",1600.0,,,,,
147975597,1257CDominated Subarray,,vjudge1,"['greedy', 'implementation', 'sortings', 'strings', 'two pointers']",1200.0,,,,,
147975595,615ABulbs,909.0,coder_bhavya,['implementation'],800.0,,,,,
147975593,416AGuess a number!,954.0,cholebhature,"['greedy', 'implementation', 'two pointers']",1400.0,,,,,
147975591,236ABoy or Girl,,harsitagarwalla,"['brute force', 'implementation', 'strings']",800.0,,,,,
147975590,271ABeautiful Year,,Leen_awad,['brute force'],800.0,,,,,
147975589,1509BTMT Document,1142.0,tle.exe,['greedy'],1100.0,,,,,
147975587,1537CChallenging Cliffs,1603.0,rohijulislam,"['constructive algorithms', 'greedy', 'implementation', 'math']",1200.0,,,,,
147975583,469AI Wanna Be the Guy,,adityavrm777,"['greedy', 'implementation']",800.0,,,,,
147975584,1238EKeyboard Purchase,,spiderwebs,"['bitmasks', 'dp']",2200.0,,,,,
147975582,734DAnton and Chess,2396.0,sohsoh,['implementation'],1700.0,,,,,
147975581,263ABeautiful Matrix,,YASCoder,['implementation'],800.0,,,,,
147975577,1644DCross Coloring,1581.0,naeem4265,"['data structures', 'implementation', 'math']",,,,,,
147975576,1337BKana and Dragon Quest game,1441.0,Aysan,"['greedy', 'implementation', 'math']",900.0,,,,,
147975575,1476AK-divisible Sum,834.0,Kartik020,"['binary search', 'constructive algorithms', 'greedy', 'math']",1000.0,,,,,
147975574,96AFootball,364.0,valak_5701,"['implementation', 'strings']",900.0,,,,,
147975573,1517ASum of 2050,357.0,notauser,"['greedy', 'math']",800.0,,,,,
147975570,1512CA-B Palindrome,715.0,Tasin_Mahmud,"['constructive algorithms', 'implementation', 'strings']",1200.0,,,,,
147975568,768AOath of the Night's Watch,641.0,mohamedyamany055,"['constructive algorithms', 'sortings']",900.0,,,,,
147975566,1632BRoof Construction,988.0,hello_world_1,"['bitmasks', 'constructive algorithms']",1000.0,,,,,
147975565,1592AGamer Hemose,899.0,viraj7403,"['binary search', 'greedy', 'math', 'sortings']",800.0,,,,,
147975562,1634COKEA,965.0,utkarshanehe,['constructive algorithms'],1000.0,,,,,
147975561,1420ACubes Sorting,1027.0,ShubhangiAgrawal,"['math', 'sortings']",900.0,,,,,
147975560,1474BDifferent Divisors,962.0,Stale_Flippant,"['binary search', 'constructive algorithms', 'greedy', 'math', 'number theory']",1000.0,,,,,
147975557,227CFlying Saucer Segments,1327.0,Bojji,['math'],1400.0,,,,,
147975555,33BString Problem,1618.0,Mxmxlredfild,['shortest paths'],1800.0,,,,,
147975554,4CRegistration System,1132.0,shivampradhan007,"['data structures', 'hashing', 'implementation']",1300.0,,,,,
